Latitude,Longitude
-13.252282529137503,-43.40048704368127
-13.252282529137503,-43.40048704368127
-13.252282529137503,-43.40048704368127
-13.252282529137503,-43.40048704368127
-13.252282529137503,-43.40048704368127
-13.252282529137503,-43.40048704368127
-13.252282529137503,-43.40048704368127
-13.923527665716108,-71.68670924822855
-13.923527665716108,-71.68670924822855
-13.923527665716108,-71.68670924822855
-13.923527665716108,-71.68670924822855
-13.923527665716108,-71.68670924822855
-13.923527665716108,-71.68670924822855
-13.923527665716108,-71.68670924822855
-13.923527665716108,-71.68670924822855
-15.535975631929034,-44.47340330491221
-15.535975631929034,-44.47340330491221
-15.535975631929034,-44.47340330491221
-15.535975631929034,-44.47340330491221
-15.535975631929034,-44.47340330491221
-15.535975631929034,-44.47340330491221
-15.535975631929034,-44.47340330491221
-15.535975631929034,-44.47340330491221
-15.808476162214022,-48.05796171118176
-15.808476162214022,-48.05796171118176
-15.808476162214022,-48.05796171118176
-15.808476162214022,-48.05796171118176
-15.808476162214022,-48.05796171118176
-15.808476162214022,-48.05796171118176
-15.808476162214022,-48.05796171118176
-15.808476162214022,-48.05796171118176
-15.8144998,-47.9136303
-15.8144998,-47.9136303
-15.8144998,-47.9136303
-15.8144998,-47.9136303
-15.8144998,-47.9136303
-15.8144998,-47.9136303
-15.8144998,-47.9136303
-15.8144998,-47.9136303
-16.766473971974143,-49.29866386679597
-16.766473971974143,-49.29866386679597
-16.766473971974143,-49.29866386679597
-16.766473971974143,-49.29866386679597
-16.766473971974143,-49.29866386679597
-16.766473971974143,-49.29866386679597
-16.766473971974143,-49.29866386679597
-16.766473971974143,-49.29866386679597
-17.816470297100928,-51.12106169782746
-17.816470297100928,-51.12106169782746
-17.816470297100928,-51.12106169782746
-17.816470297100928,-51.12106169782746
-17.816470297100928,-51.12106169782746
-17.816470297100928,-51.12106169782746
-17.816470297100928,-51.12106169782746
-17.816470297100928,-51.12106169782746
-19.038256325492597,-65.23869347294215
-19.038256325492597,-65.23869347294215
-19.038256325492597,-65.23869347294215
-19.038256325492597,-65.23869347294215
-19.038256325492597,-65.23869347294215
-19.038256325492597,-65.23869347294215
-19.038256325492597,-65.23869347294215
-19.038256325492597,-65.23869347294215
-2.2069545474408243,-79.92550706543513
-2.2069545474408243,-79.92550706543513
-2.2069545474408243,-79.92550706543513
-2.2069545474408243,-79.92550706543513
-2.2069545474408243,-79.92550706543513
-2.2069545474408243,-79.92550706543513
-2.2069545474408243,-79.92550706543513
-2.2069545474408243,-79.92550706543513
-20.278968511189873,-42.82537907761147
-20.278968511189873,-42.82537907761147
-20.278968511189873,-42.82537907761147
-20.278968511189873,-42.82537907761147
-20.278968511189873,-42.82537907761147
-20.278968511189873,-42.82537907761147
-20.278968511189873,-42.82537907761147
-20.278968511189873,-42.82537907761147
-20.42978250591589,-54.61691214344582
-20.42978250591589,-54.61691214344582
-20.42978250591589,-54.61691214344582
-20.42978250591589,-54.61691214344582
-20.42978250591589,-54.61691214344582
-20.42978250591589,-54.61691214344582
-20.42978250591589,-54.61691214344582
-20.42978250591589,-54.61691214344582
-20.44008357644728,-54.609642555686726
-20.44008357644728,-54.609642555686726
-20.44008357644728,-54.609642555686726
-20.44008357644728,-54.609642555686726
-20.44008357644728,-54.609642555686726
-20.44008357644728,-54.609642555686726
-20.44008357644728,-54.609642555686726
-20.44008357644728,-54.609642555686726
-20.683892346612634,139.4887661611277
-20.683892346612634,139.4887661611277
-20.683892346612634,139.4887661611277
-20.683892346612634,139.4887661611277
-20.683892346612634,139.4887661611277
-20.683892346612634,139.4887661611277
-20.683892346612634,139.4887661611277
-20.683892346612634,139.4887661611277
-20.80082158639674,-49.409279554530784
-20.80082158639674,-49.409279554530784
-20.80082158639674,-49.409279554530784
-20.80082158639674,-49.409279554530784
-20.80082158639674,-49.409279554530784
-20.80082158639674,-49.409279554530784
-20.80082158639674,-49.409279554530784
-20.80082158639674,-49.409279554530784
-20.889067169188127,55.4636424665843
-20.889067169188127,55.4636424665843
-20.889067169188127,55.4636424665843
-20.889067169188127,55.4636424665843
-20.889067169188127,55.4636424665843
-20.889067169188127,55.4636424665843
-20.889067169188127,55.4636424665843
-20.889067169188127,55.4636424665843
-21.7226751,-41.3894702
-21.7226751,-41.3894702
-21.7226751,-41.3894702
-21.7226751,-41.3894702
-21.7226751,-41.3894702
-21.7226751,-41.3894702
-21.7226751,-41.3894702
-21.7226751,-41.3894702
-22.036046598728454,-46.50066452153146
-22.036046598728454,-46.50066452153146
-22.036046598728454,-46.50066452153146
-22.036046598728454,-46.50066452153146
-22.036046598728454,-46.50066452153146
-22.036046598728454,-46.50066452153146
-22.036046598728454,-46.50066452153146
-22.036046598728454,-46.50066452153146
-22.347272535269365,-49.09435887849409
-22.347272535269365,-49.09435887849409
-22.347272535269365,-49.09435887849409
-22.347272535269365,-49.09435887849409
-22.347272535269365,-49.09435887849409
-22.347272535269365,-49.09435887849409
-22.347272535269365,-49.09435887849409
-22.347272535269365,-49.09435887849409
-22.495985449570014,-46.8282563270441
-22.495985449570014,-46.8282563270441
-22.495985449570014,-46.8282563270441
-22.495985449570014,-46.8282563270441
-22.495985449570014,-46.8282563270441
-22.495985449570014,-46.8282563270441
-22.495985449570014,-46.8282563270441
-22.495985449570014,-46.8282563270441
-22.76474722844494,-42.90469493056116
-22.76474722844494,-42.90469493056116
-22.76474722844494,-42.90469493056116
-22.76474722844494,-42.90469493056116
-22.76474722844494,-42.90469493056116
-22.76474722844494,-42.90469493056116
-22.76474722844494,-42.90469493056116
-22.76474722844494,-42.90469493056116
-22.98994034276425,-46.81970723413593
-22.98994034276425,-46.81970723413593
-22.98994034276425,-46.81970723413593
-22.98994034276425,-46.81970723413593
-22.98994034276425,-46.81970723413593
-22.98994034276425,-46.81970723413593
-22.98994034276425,-46.81970723413593
-22.98994034276425,-46.81970723413593
-23.011315758167587,-45.53673352688722
-23.011315758167587,-45.53673352688722
-23.011315758167587,-45.53673352688722
-23.011315758167587,-45.53673352688722
-23.011315758167587,-45.53673352688722
-23.011315758167587,-45.53673352688722
-23.011315758167587,-45.53673352688722
-23.011315758167587,-45.53673352688722
-23.02747291145291,-43.47684779909694
-23.02747291145291,-43.47684779909694
-23.02747291145291,-43.47684779909694
-23.02747291145291,-43.47684779909694
-23.02747291145291,-43.47684779909694
-23.02747291145291,-43.47684779909694
-23.02747291145291,-43.47684779909694
-23.02747291145291,-43.47684779909694
-23.06261928894814,30.67178661875991
-23.06261928894814,30.67178661875991
-23.06261928894814,30.67178661875991
-23.06261928894814,30.67178661875991
-23.06261928894814,30.67178661875991
-23.06261928894814,30.67178661875991
-23.06261928894814,30.67178661875991
-23.06261928894814,30.67178661875991
-23.12413919489677,-46.564352868798565
-23.12413919489677,-46.564352868798565
-23.12413919489677,-46.564352868798565
-23.12413919489677,-46.564352868798565
-23.12413919489677,-46.564352868798565
-23.12413919489677,-46.564352868798565
-23.12413919489677,-46.564352868798565
-23.12413919489677,-46.564352868798565
-23.48736408265529,-46.435595334320354
-23.48736408265529,-46.435595334320354
-23.48736408265529,-46.435595334320354
-23.48736408265529,-46.435595334320354
-23.48736408265529,-46.435595334320354
-23.48736408265529,-46.435595334320354
-23.48736408265529,-46.435595334320354
-23.48736408265529,-46.435595334320354
-23.90713072092974,29.462453929967403
-23.90713072092974,29.462453929967403
-23.90713072092974,29.462453929967403
-23.90713072092974,29.462453929967403
-23.90713072092974,29.462453929967403
-23.90713072092974,29.462453929967403
-23.90713072092974,29.462453929967403
-23.90713072092974,29.462453929967403
-23.9177896478453,31.022899542283486
-23.9177896478453,31.022899542283486
-23.9177896478453,31.022899542283486
-23.9177896478453,31.022899542283486
-23.9177896478453,31.022899542283486
-23.9177896478453,31.022899542283486
-23.9177896478453,31.022899542283486
-23.9177896478453,31.022899542283486
-24.196955426518528,-65.27404452971906
-24.196955426518528,-65.27404452971906
-24.196955426518528,-65.27404452971906
-24.196955426518528,-65.27404452971906
-24.196955426518528,-65.27404452971906
-24.196955426518528,-65.27404452971906
-24.196955426518528,-65.27404452971906
-24.196955426518528,-65.27404452971906
-24.209566647818068,-65.26406633109539
-24.209566647818068,-65.26406633109539
-24.209566647818068,-65.26406633109539
-24.209566647818068,-65.26406633109539
-24.209566647818068,-65.26406633109539
-24.209566647818068,-65.26406633109539
-24.209566647818068,-65.26406633109539
-24.209566647818068,-65.26406633109539
-24.23697158257852,-65.27057786401893
-24.23697158257852,-65.27057786401893
-24.23697158257852,-65.27057786401893
-24.23697158257852,-65.27057786401893
-24.23697158257852,-65.27057786401893
-24.23697158257852,-65.27057786401893
-24.23697158257852,-65.27057786401893
-24.23697158257852,-65.27057786401893
-24.778539100259806,-65.44388629522844
-24.778539100259806,-65.44388629522844
-24.778539100259806,-65.44388629522844
-24.778539100259806,-65.44388629522844
-24.778539100259806,-65.44388629522844
-24.778539100259806,-65.44388629522844
-24.778539100259806,-65.44388629522844
-24.778539100259806,-65.44388629522844
-24.88498807288656,28.2831625673452
-24.88498807288656,28.2831625673452
-24.88498807288656,28.2831625673452
-24.88498807288656,28.2831625673452
-24.88498807288656,28.2831625673452
-24.88498807288656,28.2831625673452
-24.88498807288656,28.2831625673452
-24.88498807288656,28.2831625673452
-25.375587143354867,31.163314340067128
-25.375587143354867,31.163314340067128
-25.375587143354867,31.163314340067128
-25.375587143354867,31.163314340067128
-25.375587143354867,31.163314340067128
-25.375587143354867,31.163314340067128
-25.375587143354867,31.163314340067128
-25.375587143354867,31.163314340067128
-25.5697186,27.1531485
-25.5697186,27.1531485
-25.5697186,27.1531485
-25.5697186,27.1531485
-25.5697186,27.1531485
-25.5697186,27.1531485
-25.5697186,27.1531485
-25.5697186,27.1531485
-25.571668554720866,27.983489445701714
-25.571668554720866,27.983489445701714
-25.571668554720866,27.983489445701714
-25.571668554720866,27.983489445701714
-25.571668554720866,27.983489445701714
-25.571668554720866,27.983489445701714
-25.571668554720866,27.983489445701714
-25.571668554720866,27.983489445701714
-25.916800796420663,29.17392133536672
-25.916800796420663,29.17392133536672
-25.916800796420663,29.17392133536672
-25.916800796420663,29.17392133536672
-25.916800796420663,29.17392133536672
-25.916800796420663,29.17392133536672
-25.916800796420663,29.17392133536672
-25.916800796420663,29.17392133536672
-26.19430061743412,-58.224215315235064
-26.19430061743412,-58.224215315235064
-26.19430061743412,-58.224215315235064
-26.19430061743412,-58.224215315235064
-26.19430061743412,-58.224215315235064
-26.19430061743412,-58.224215315235064
-26.19430061743412,-58.224215315235064
-26.19430061743412,-58.224215315235064
-26.68838580869022,27.825723351763795
-26.68838580869022,27.825723351763795
-26.68838580869022,27.825723351763795
-26.68838580869022,27.825723351763795
-26.68838580869022,27.825723351763795
-26.68838580869022,27.825723351763795
-26.68838580869022,27.825723351763795
-26.68838580869022,27.825723351763795
-26.846731086369868,-65.25545142636258
-26.846731086369868,-65.25545142636258
-26.846731086369868,-65.25545142636258
-26.846731086369868,-65.25545142636258
-26.846731086369868,-65.25545142636258
-26.846731086369868,-65.25545142636258
-26.846731086369868,-65.25545142636258
-26.846731086369868,-65.25545142636258
-27.112126283943596,-52.59647381567159
-27.112126283943596,-52.59647381567159
-27.112126283943596,-52.59647381567159
-27.112126283943596,-52.59647381567159
-27.112126283943596,-52.59647381567159
-27.112126283943596,-52.59647381567159
-27.112126283943596,-52.59647381567159
-27.112126283943596,-52.59647381567159
-27.142349478130058,26.54022553646439
-27.142349478130058,26.54022553646439
-27.142349478130058,26.54022553646439
-27.142349478130058,26.54022553646439
-27.142349478130058,26.54022553646439
-27.142349478130058,26.54022553646439
-27.142349478130058,26.54022553646439
-27.142349478130058,26.54022553646439
-27.316284085459635,-49.066177189950224
-27.316284085459635,-49.066177189950224
-27.316284085459635,-49.066177189950224
-27.316284085459635,-49.066177189950224
-27.316284085459635,-49.066177189950224
-27.316284085459635,-49.066177189950224
-27.316284085459635,-49.066177189950224
-27.316284085459635,-49.066177189950224
-27.4023727,153.0648577
-27.4023727,153.0648577
-27.4023727,153.0648577
-27.4023727,153.0648577
-27.4023727,153.0648577
-27.4023727,153.0648577
-27.4023727,153.0648577
-27.4023727,153.0648577
-27.464520294419493,-58.97423485280668
-27.464520294419493,-58.97423485280668
-27.464520294419493,-58.97423485280668
-27.464520294419493,-58.97423485280668
-27.464520294419493,-58.97423485280668
-27.464520294419493,-58.97423485280668
-27.464520294419493,-58.97423485280668
-27.464520294419493,-58.97423485280668
-27.93697266691423,26.81358516702207
-27.93697266691423,26.81358516702207
-27.93697266691423,26.81358516702207
-27.93697266691423,26.81358516702207
-27.93697266691423,26.81358516702207
-27.93697266691423,26.81358516702207
-27.93697266691423,26.81358516702207
-27.93697266691423,26.81358516702207
-28.250331206850184,28.31849990960245
-28.250331206850184,28.31849990960245
-28.250331206850184,28.31849990960245
-28.250331206850184,28.31849990960245
-28.250331206850184,28.31849990960245
-28.250331206850184,28.31849990960245
-28.250331206850184,28.31849990960245
-28.250331206850184,28.31849990960245
-28.475785754286548,153.53010020748656
-28.475785754286548,153.53010020748656
-28.475785754286548,153.53010020748656
-28.475785754286548,153.53010020748656
-28.475785754286548,153.53010020748656
-28.475785754286548,153.53010020748656
-28.475785754286548,153.53010020748656
-28.475785754286548,153.53010020748656
-28.712791142674725,24.749533290353323
-28.712791142674725,24.749533290353323
-28.712791142674725,24.749533290353323
-28.712791142674725,24.749533290353323
-28.712791142674725,24.749533290353323
-28.712791142674725,24.749533290353323
-28.712791142674725,24.749533290353323
-28.712791142674725,24.749533290353323
-29.294445985974438,28.537508383926397
-29.294445985974438,28.537508383926397
-29.294445985974438,28.537508383926397
-29.294445985974438,28.537508383926397
-29.294445985974438,28.537508383926397
-29.294445985974438,28.537508383926397
-29.294445985974438,28.537508383926397
-29.294445985974438,28.537508383926397
-29.351890063719214,27.602467910982607
-29.351890063719214,27.602467910982607
-29.351890063719214,27.602467910982607
-29.351890063719214,27.602467910982607
-29.351890063719214,27.602467910982607
-29.351890063719214,27.602467910982607
-29.351890063719214,27.602467910982607
-29.351890063719214,27.602467910982607
-29.356015196670953,27.569508813839896
-29.356015196670953,27.569508813839896
-29.356015196670953,27.569508813839896
-29.356015196670953,27.569508813839896
-29.356015196670953,27.569508813839896
-29.356015196670953,27.569508813839896
-29.356015196670953,27.569508813839896
-29.356015196670953,27.569508813839896
-29.51391529572749,28.062403390022897
-29.51391529572749,28.062403390022897
-29.51391529572749,28.062403390022897
-29.51391529572749,28.062403390022897
-29.51391529572749,28.062403390022897
-29.51391529572749,28.062403390022897
-29.51391529572749,28.062403390022897
-29.51391529572749,28.062403390022897
-29.5379336803574,28.10748898225377
-29.5379336803574,28.10748898225377
-29.5379336803574,28.10748898225377
-29.5379336803574,28.10748898225377
-29.5379336803574,28.10748898225377
-29.5379336803574,28.10748898225377
-29.5379336803574,28.10748898225377
-29.5379336803574,28.10748898225377
-29.646865552744103,30.366036115319822
-29.646865552744103,30.366036115319822
-29.646865552744103,30.366036115319822
-29.646865552744103,30.366036115319822
-29.646865552744103,30.366036115319822
-29.646865552744103,30.366036115319822
-29.646865552744103,30.366036115319822
-29.646865552744103,30.366036115319822
-29.7328560324745,-51.176481592440865
-29.7328560324745,-51.176481592440865
-29.7328560324745,-51.176481592440865
-29.7328560324745,-51.176481592440865
-29.7328560324745,-51.176481592440865
-29.7328560324745,-51.176481592440865
-29.7328560324745,-51.176481592440865
-29.7328560324745,-51.176481592440865
-29.820397732907185,27.22769468149357
-29.820397732907185,27.22769468149357
-29.820397732907185,27.22769468149357
-29.820397732907185,27.22769468149357
-29.820397732907185,27.22769468149357
-29.820397732907185,27.22769468149357
-29.820397732907185,27.22769468149357
-29.820397732907185,27.22769468149357
-29.844647638779005,30.91301366118989
-29.844647638779005,30.91301366118989
-29.844647638779005,30.91301366118989
-29.844647638779005,30.91301366118989
-29.844647638779005,30.91301366118989
-29.844647638779005,30.91301366118989
-29.844647638779005,30.91301366118989
-29.844647638779005,30.91301366118989
-31.377173719903197,-64.18289321991568
-31.377173719903197,-64.18289321991568
-31.377173719903197,-64.18289321991568
-31.377173719903197,-64.18289321991568
-31.377173719903197,-64.18289321991568
-31.377173719903197,-64.18289321991568
-31.377173719903197,-64.18289321991568
-31.377173719903197,-64.18289321991568
-32.08867430502136,115.98813769415453
-32.08867430502136,115.98813769415453
-32.08867430502136,115.98813769415453
-32.08867430502136,115.98813769415453
-32.08867430502136,115.98813769415453
-32.08867430502136,115.98813769415453
-32.08867430502136,115.98813769415453
-32.08867430502136,115.98813769415453
-32.42898277944964,25.768420143930594
-32.42898277944964,25.768420143930594
-32.42898277944964,25.768420143930594
-32.42898277944964,25.768420143930594
-32.42898277944964,25.768420143930594
-32.42898277944964,25.768420143930594
-32.42898277944964,25.768420143930594
-32.42898277944964,25.768420143930594
-32.875177574915746,-68.80621313281688
-32.875177574915746,-68.80621313281688
-32.875177574915746,-68.80621313281688
-32.875177574915746,-68.80621313281688
-32.875177574915746,-68.80621313281688
-32.875177574915746,-68.80621313281688
-32.875177574915746,-68.80621313281688
-32.875177574915746,-68.80621313281688
-32.9061564746291,-60.72413260585563
-32.9061564746291,-60.72413260585563
-32.9061564746291,-60.72413260585563
-32.9061564746291,-60.72413260585563
-32.9061564746291,-60.72413260585563
-32.9061564746291,-60.72413260585563
-32.9061564746291,-60.72413260585563
-32.9061564746291,-60.72413260585563
-33.33707392401306,-71.63832109056975
-33.33707392401306,-71.63832109056975
-33.33707392401306,-71.63832109056975
-33.33707392401306,-71.63832109056975
-33.33707392401306,-71.63832109056975
-33.33707392401306,-71.63832109056975
-33.33707392401306,-71.63832109056975
-33.33707392401306,-71.63832109056975
-33.43720723989326,146.5546757877014
-33.43720723989326,146.5546757877014
-33.43720723989326,146.5546757877014
-33.43720723989326,146.5546757877014
-33.43720723989326,146.5546757877014
-33.43720723989326,146.5546757877014
-33.43720723989326,146.5546757877014
-33.43720723989326,146.5546757877014
-33.55294218978289,135.91567368391412
-33.55294218978289,135.91567368391412
-33.55294218978289,135.91567368391412
-33.55294218978289,135.91567368391412
-33.55294218978289,135.91567368391412
-33.55294218978289,135.91567368391412
-33.55294218978289,135.91567368391412
-33.55294218978289,135.91567368391412
-33.66179632422254,119.73564853027318
-33.66179632422254,119.73564853027318
-33.66179632422254,119.73564853027318
-33.66179632422254,119.73564853027318
-33.66179632422254,119.73564853027318
-33.66179632422254,119.73564853027318
-33.66179632422254,119.73564853027318
-33.66179632422254,119.73564853027318
-33.893057602163644,25.56462666315319
-33.893057602163644,25.56462666315319
-33.893057602163644,25.56462666315319
-33.893057602163644,25.56462666315319
-33.893057602163644,25.56462666315319
-33.893057602163644,25.56462666315319
-33.893057602163644,25.56462666315319
-33.893057602163644,25.56462666315319
-33.98831581948997,151.23231243482638
-33.98831581948997,151.23231243482638
-33.98831581948997,151.23231243482638
-33.98831581948997,151.23231243482638
-33.98831581948997,151.23231243482638
-33.98831581948997,151.23231243482638
-33.98831581948997,151.23231243482638
-33.98831581948997,151.23231243482638
-33.99315529130136,18.69016172628625
-33.99315529130136,18.69016172628625
-33.99315529130136,18.69016172628625
-33.99315529130136,18.69016172628625
-33.99315529130136,18.69016172628625
-33.99315529130136,18.69016172628625
-33.99315529130136,18.69016172628625
-33.99315529130136,18.69016172628625
-34.1393125,-70.7111012
-34.1393125,-70.7111012
-34.1393125,-70.7111012
-34.1393125,-70.7111012
-34.1393125,-70.7111012
-34.1393125,-70.7111012
-34.1393125,-70.7111012
-34.1393125,-70.7111012
-34.34870722269157,-58.80142818435246
-34.34870722269157,-58.80142818435246
-34.34870722269157,-58.80142818435246
-34.34870722269157,-58.80142818435246
-34.34870722269157,-58.80142818435246
-34.34870722269157,-58.80142818435246
-34.34870722269157,-58.80142818435246
-34.34870722269157,-58.80142818435246
-34.601470616795524,-68.31285715648171
-34.601470616795524,-68.31285715648171
-34.601470616795524,-68.31285715648171
-34.601470616795524,-68.31285715648171
-34.601470616795524,-68.31285715648171
-34.601470616795524,-68.31285715648171
-34.601470616795524,-68.31285715648171
-34.601470616795524,-68.31285715648171
-34.8323578,-56.0701825
-34.8323578,-56.0701825
-34.8323578,-56.0701825
-34.8323578,-56.0701825
-34.8323578,-56.0701825
-34.8323578,-56.0701825
-34.8323578,-56.0701825
-34.8323578,-56.0701825
-34.90479353537796,-54.956633273346405
-34.90479353537796,-54.956633273346405
-34.90479353537796,-54.956633273346405
-34.90479353537796,-54.956633273346405
-34.90479353537796,-54.956633273346405
-34.90479353537796,-54.956633273346405
-34.90479353537796,-54.956633273346405
-34.90479353537796,-54.956633273346405
-34.91666665243139,-58.53502310491822
-34.91666665243139,-58.53502310491822
-34.91666665243139,-58.53502310491822
-34.91666665243139,-58.53502310491822
-34.91666665243139,-58.53502310491822
-34.91666665243139,-58.53502310491822
-34.91666665243139,-58.53502310491822
-34.91666665243139,-58.53502310491822
-35.248282060794416,149.1321757709143
-35.248282060794416,149.1321757709143
-35.248282060794416,149.1321757709143
-35.248282060794416,149.1321757709143
-35.248282060794416,149.1321757709143
-35.248282060794416,149.1321757709143
-35.248282060794416,149.1321757709143
-35.248282060794416,149.1321757709143
-35.28315290587286,149.08019277111322
-35.28315290587286,149.08019277111322
-35.28315290587286,149.08019277111322
-35.28315290587286,149.08019277111322
-35.28315290587286,149.08019277111322
-35.28315290587286,149.08019277111322
-35.28315290587286,149.08019277111322
-35.28315290587286,149.08019277111322
-35.5944918264552,144.68532538621628
-35.5944918264552,144.68532538621628
-35.5944918264552,144.68532538621628
-35.5944918264552,144.68532538621628
-35.5944918264552,144.68532538621628
-35.5944918264552,144.68532538621628
-35.5944918264552,144.68532538621628
-35.5944918264552,144.68532538621628
-36.916881394250574,-72.94085509552313
-36.916881394250574,-72.94085509552313
-36.916881394250574,-72.94085509552313
-36.916881394250574,-72.94085509552313
-36.916881394250574,-72.94085509552313
-36.916881394250574,-72.94085509552313
-36.916881394250574,-72.94085509552313
-36.916881394250574,-72.94085509552313
-37.32931594629302,-69.05285740764414
-37.32931594629302,-69.05285740764414
-37.32931594629302,-69.05285740764414
-37.32931594629302,-69.05285740764414
-37.32931594629302,-69.05285740764414
-37.32931594629302,-69.05285740764414
-37.32931594629302,-69.05285740764414
-37.32931594629302,-69.05285740764414
-37.543379,143.8311868
-37.543379,143.8311868
-37.543379,143.8311868
-37.543379,143.8311868
-37.543379,143.8311868
-37.543379,143.8311868
-37.543379,143.8311868
-37.543379,143.8311868
-37.704708345825765,143.80478211174005
-37.704708345825765,143.80478211174005
-37.704708345825765,143.80478211174005
-37.704708345825765,143.80478211174005
-37.704708345825765,143.80478211174005
-37.704708345825765,143.80478211174005
-37.704708345825765,143.80478211174005
-37.704708345825765,143.80478211174005
-37.74055805190856,-57.6524126315512
-37.74055805190856,-57.6524126315512
-37.74055805190856,-57.6524126315512
-37.74055805190856,-57.6524126315512
-37.74055805190856,-57.6524126315512
-37.74055805190856,-57.6524126315512
-37.74055805190856,-57.6524126315512
-37.74055805190856,-57.6524126315512
-37.82735650215198,-73.50896596176372
-37.82735650215198,-73.50896596176372
-37.82735650215198,-73.50896596176372
-37.82735650215198,-73.50896596176372
-37.82735650215198,-73.50896596176372
-37.82735650215198,-73.50896596176372
-37.82735650215198,-73.50896596176372
-37.82735650215198,-73.50896596176372
-37.84828635758374,145.1335715768469
-37.84828635758374,145.1335715768469
-37.84828635758374,145.1335715768469
-37.84828635758374,145.1335715768469
-37.84828635758374,145.1335715768469
-37.84828635758374,145.1335715768469
-37.84828635758374,145.1335715768469
-37.84828635758374,145.1335715768469
-37.96745718297494,-57.556200964264676
-37.96745718297494,-57.556200964264676
-37.96745718297494,-57.556200964264676
-37.96745718297494,-57.556200964264676
-37.96745718297494,-57.556200964264676
-37.96745718297494,-57.556200964264676
-37.96745718297494,-57.556200964264676
-37.96745718297494,-57.556200964264676
-37.987467670958274,143.0359234211926
-37.987467670958274,143.0359234211926
-37.987467670958274,143.0359234211926
-37.987467670958274,143.0359234211926
-37.987467670958274,143.0359234211926
-37.987467670958274,143.0359234211926
-37.987467670958274,143.0359234211926
-37.987467670958274,143.0359234211926
-38.68460017955983,-62.30492839274221
-38.68460017955983,-62.30492839274221
-38.68460017955983,-62.30492839274221
-38.68460017955983,-62.30492839274221
-38.68460017955983,-62.30492839274221
-38.68460017955983,-62.30492839274221
-38.68460017955983,-62.30492839274221
-38.68460017955983,-62.30492839274221
-4.941915051779382,105.51503876042574
-4.941915051779382,105.51503876042574
-4.941915051779382,105.51503876042574
-4.941915051779382,105.51503876042574
-4.941915051779382,105.51503876042574
-4.941915051779382,105.51503876042574
-4.941915051779382,105.51503876042574
-4.941915051779382,105.51503876042574
-40.50036708620809,-67.20954818884421
-40.50036708620809,-67.20954818884421
-40.50036708620809,-67.20954818884421
-40.50036708620809,-67.20954818884421
-40.50036708620809,-67.20954818884421
-40.50036708620809,-67.20954818884421
-40.50036708620809,-67.20954818884421
-40.50036708620809,-67.20954818884421
-43.329908090442814,-65.87242581215938
-43.329908090442814,-65.87242581215938
-43.329908090442814,-65.87242581215938
